parcel_id,authorityname,restriction,restriction_term,zone,landuse
16114,EMA,wetland,unlimited,Factories,Residential
14157,EMA,river basin,unlimited,Medium Density,Residential
16188,ZMM,monument (balancing rocks),unlimited,High Density,Residential
15320,CAZ,flightzone,unlimited,Low Density,Residential
15312,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
16113,EMA,river basin,unlimited,Medium Density,Residential
16072,Epworth Local Board,residential,limited,High Density,Residential
16112,ZMM,monument (balancing rocks),unlimited,Factories,Residential
16088,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
16093,Epworth Local Board,residential,limited,High Density,Residential
16156,EMA,wetland,unlimited,Factories,Residential
16183,ZMM,monument (balancing rocks),unlimited,High Density,Residential
16056,CAZ,flightzone,unlimited,Low Density,Residential
16187,Epworth Local Board,residential,limited,High Density,Residential
15278,ZMM,monument (balancing rocks),unlimited,Factories,Residential
14242,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14153,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
16159,Epworth Local Board,residential,limited,High Density,Residential
15324,EMA,wetland,unlimited,Factories,Residential
16067,EMA,river basin,unlimited,Medium Density,Residential
16055,ZMM,monument (balancing rocks),unlimited,High Density,Residential
14434,CAZ,flightzone,unlimited,Low Density,Residential
14156,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14236,EMA,river basin,unlimited,Medium Density,Residential
16086,Epworth Local Board,residential,limited,High Density,Residential
15220,ZMM,monument (balancing rocks),unlimited,Factories,Residential
16182,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
16054,Epworth Local Board,residential,limited,High Density,Residential
15086,EMA,wetland,unlimited,Factories,Residential
15313,ZMM,monument (balancing rocks),unlimited,High Density,Residential
15085,CAZ,flightzone,unlimited,Low Density,Residential
14037,Epworth Local Board,residential,limited,High Density,Residential
16087,ZMM,monument (balancing rocks),unlimited,Factories,Residential
16070,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
15279,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
16158,Epworth Local Board,residential,limited,High Density,Residential
15323,EMA,wetland,unlimited,Factories,Residential
16160,EMA,river basin,unlimited,Medium Density,Residential
15084,ZMM,monument (balancing rocks),unlimited,High Density,Residential
16071,CAZ,flightzone,unlimited,Low Density,Residential
16053,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
16181,EMA,river basin,unlimited,Medium Density,Residential
15083,Epworth Local Board,residential,limited,High Density,Residential
14233,ZMM,monument (balancing rocks),unlimited,Factories,Residential
16094,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
16085,Epworth Local Board,residential,limited,High Density,Residential
16066,EMA,wetland,unlimited,Factories,Residential
14036,ZMM,monument (balancing rocks),unlimited,High Density,Residential
15082,CAZ,flightzone,unlimited,Low Density,Residential
14155,Epworth Local Board,residential,limited,High Density,Residential
16068,ZMM,monument (balancing rocks),unlimited,Factories,Residential
15087,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14245,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14039,Epworth Local Board,residential,limited,High Density,Residential
16057,EMA,wetland,unlimited,Factories,Residential
15145,EMA,river basin,unlimited,Medium Density,Residential
14044,ZMM,monument (balancing rocks),unlimited,High Density,Residential
15081,CAZ,flightzone,unlimited,Low Density,Residential
16069,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14237,EMA,river basin,unlimited,Medium Density,Residential
15280,Epworth Local Board,residential,limited,High Density,Residential
16161,ZMM,monument (balancing rocks),unlimited,Factories,Residential
14040,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14232,Epworth Local Board,residential,limited,High Density,Residential
16180,EMA,wetland,unlimited,Factories,Residential
14433,ZMM,monument (balancing rocks),unlimited,High Density,Residential
15294,CAZ,flightzone,unlimited,Low Density,Residential
14034,Epworth Local Board,residential,limited,High Density,Residential
15322,ZMM,monument (balancing rocks),unlimited,Factories,Residential
15314,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
16058,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
15006,Epworth Local Board,residential,limited,High Density,Residential
14241,EMA,wetland,unlimited,Factories,Residential
16179,EMA,river basin,unlimited,Medium Density,Residential
14231,ZMM,monument (balancing rocks),unlimited,High Density,Residential
15219,CAZ,flightzone,unlimited,Low Density,Residential
16059,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
16163,EMA,river basin,unlimited,Medium Density,Residential
15281,Epworth Local Board,residential,limited,High Density,Residential
16083,ZMM,monument (balancing rocks),unlimited,Factories,Residential
16084,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
16164,Epworth Local Board,residential,limited,High Density,Residential
15079,EMA,wetland,unlimited,Factories,Residential
15005,ZMM,monument (balancing rocks),unlimited,High Density,Residential
16060,CAZ,flightzone,unlimited,Low Density,Residential
16162,Epworth Local Board,residential,limited,High Density,Residential
16065,ZMM,monument (balancing rocks),unlimited,Factories,Residential
14238,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
16165,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
16178,Epworth Local Board,residential,limited,High Density,Residential
16175,EMA,wetland,unlimited,Factories,Residential
15293,EMA,river basin,unlimited,Medium Density,Residential
16061,ZMM,monument (balancing rocks),unlimited,High Density,Residential
15315,CAZ,flightzone,unlimited,Low Density,Residential
16064,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14230,EMA,river basin,unlimited,Medium Density,Residential
16110,Epworth Local Board,residential,limited,High Density,Residential
14432,ZMM,monument (balancing rocks),unlimited,Factories,Residential
14159,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14041,Epworth Local Board,residential,limited,High Density,Residential
16063,EMA,wetland,unlimited,Factories,Residential
16176,ZMM,monument (balancing rocks),unlimited,High Density,Residential
16062,CAZ,flightzone,unlimited,Low Density,Residential
15282,Epworth Local Board,residential,limited,High Density,Residential
14167,ZMM,monument (balancing rocks),unlimited,Factories,Residential
15146,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
16096,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
16177,Epworth Local Board,residential,limited,High Density,Residential
15160,EMA,wetland,unlimited,Factories,Residential
14240,EMA,river basin,unlimited,Medium Density,Residential
16082,ZMM,monument (balancing rocks),unlimited,High Density,Residential
14166,CAZ,flightzone,unlimited,Low Density,Residential
16109,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
15004,EMA,river basin,unlimited,Medium Density,Residential
16166,Epworth Local Board,residential,limited,High Density,Residential
14033,ZMM,monument (balancing rocks),unlimited,Factories,Residential
14160,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
15088,Epworth Local Board,residential,limited,High Density,Residential
15283,EMA,wetland,unlimited,Factories,Residential
14043,ZMM,monument (balancing rocks),unlimited,High Density,Residential
14239,CAZ,flightzone,unlimited,Low Density,Residential
16108,Epworth Local Board,residential,limited,High Density,Residential
16172,ZMM,monument (balancing rocks),unlimited,Factories,Residential
16167,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14234,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14246,Epworth Local Board,residential,limited,High Density,Residential
14035,EMA,wetland,unlimited,Factories,Residential
15161,EMA,river basin,unlimited,Medium Density,Residential
14431,ZMM,monument (balancing rocks),unlimited,High Density,Residential
16107,CAZ,flightzone,unlimited,Low Density,Residential
15218,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14228,EMA,river basin,unlimited,Medium Density,Residential
15162,Epworth Local Board,residential,limited,High Density,Residential
16106,ZMM,monument (balancing rocks),unlimited,Factories,Residential
15147,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14017,Epworth Local Board,residential,limited,High Density,Residential
16173,EMA,wetland,unlimited,Factories,Residential
16105,ZMM,monument (balancing rocks),unlimited,High Density,Residential
16097,CAZ,flightzone,unlimited,Low Density,Residential
15159,Epworth Local Board,residential,limited,High Density,Residential
14165,ZMM,monument (balancing rocks),unlimited,Factories,Residential
14998,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14018,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
16098,Epworth Local Board,residential,limited,High Density,Residential
16104,EMA,wetland,unlimited,Factories,Residential
16174,EMA,river basin,unlimited,Medium Density,Residential
14032,ZMM,monument (balancing rocks),unlimited,High Density,Residential
15104,CAZ,flightzone,unlimited,Low Density,Residential
14227,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
15003,EMA,river basin,unlimited,Medium Density,Residential
16099,Epworth Local Board,residential,limited,High Density,Residential
14016,ZMM,monument (balancing rocks),unlimited,Factories,Residential
15284,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
16103,Epworth Local Board,residential,limited,High Density,Residential
14430,EMA,wetland,unlimited,Factories,Residential
16100,ZMM,monument (balancing rocks),unlimited,High Density,Residential
15292,CAZ,flightzone,unlimited,Low Density,Residential
15291,Epworth Local Board,residential,limited,High Density,Residential
16102,ZMM,monument (balancing rocks),unlimited,Factories,Residential
15290,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14248,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
15289,Epworth Local Board,residential,limited,High Density,Residential
15288,EMA,wetland,unlimited,Factories,Residential
15287,EMA,river basin,unlimited,Medium Density,Residential
16101,ZMM,monument (balancing rocks),unlimited,High Density,Residential
14019,CAZ,flightzone,unlimited,Low Density,Residential
15089,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
15285,EMA,river basin,unlimited,Medium Density,Residential
15217,Epworth Local Board,residential,limited,High Density,Residential
14249,ZMM,monument (balancing rocks),unlimited,Factories,Residential
14250,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
15153,Epworth Local Board,residential,limited,High Density,Residential
15148,EMA,wetland,unlimited,Factories,Residential
14015,ZMM,monument (balancing rocks),unlimited,High Density,Residential
16266,CAZ,flightzone,unlimited,Low Density,Residential
14252,Epworth Local Board,residential,limited,High Density,Residential
14161,ZMM,monument (balancing rocks),unlimited,Factories,Residential
14253,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
15163,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14254,Epworth Local Board,residential,limited,High Density,Residential
14255,EMA,wetland,unlimited,Factories,Residential
14256,EMA,river basin,unlimited,Medium Density,Residential
14997,ZMM,monument (balancing rocks),unlimited,High Density,Residential
15158,CAZ,flightzone,unlimited,Low Density,Residential
14257,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14258,EMA,river basin,unlimited,Medium Density,Residential
15002,Epworth Local Board,residential,limited,High Density,Residential
16168,ZMM,monument (balancing rocks),unlimited,Factories,Residential
14028,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
15103,Epworth Local Board,residential,limited,High Density,Residential
14164,EMA,wetland,unlimited,Factories,Residential
14429,ZMM,monument (balancing rocks),unlimited,High Density,Residential
